MUN_URI,MUN_NOMBRE
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Mateo_de_Gállego","San Mateo de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Martín_de_la_Virgen_de_Moncayo","San Martín de la Virgen de Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sediles","Sediles"
"http://opendata.aragon.es/recurso/territorio/Municipio/Saviñán","Saviñán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sástago","Sástago"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santed","Santed"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Eulalia_de_Gállego","Santa Eulalia de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sisamón","Sisamón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sobradiel","Sobradiel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sigüés","Sigüés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sierra_de_Luna","Sierra de Luna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sestrica","Sestrica"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tarazona","Tarazona"
"http://opendata.aragon.es/recurso/territorio/Municipio/Talamantes","Talamantes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tabuenca","Tabuenca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sos_del_Rey_Católico","Sos del Rey Católico"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torralba_de_los_Frailes","Torralba de los Frailes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tobed","Tobed"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tierga","Tierga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Terrer","Terrer"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tauste","Tauste"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrelapaja","Torrelapaja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrehermosa","Torrehermosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torralbilla","Torralbilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torralba_de_Ribota","Torralba de Ribota"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tosos","Tosos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrijo_de_la_Cañada","Torrijo de la Cañada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torres_de_Berrellén","Torres de Berrellén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrellas","Torrellas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Undués_de_Lerda","Undués de Lerda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Trasobares","Trasobares"
"http://opendata.aragon.es/recurso/territorio/Municipio/Uncastillo","Uncastillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Trasmoz","Trasmoz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Utebo","Utebo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Used","Used"
"http://opendata.aragon.es/recurso/territorio/Municipio/Urriés","Urriés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Urrea_de_Jalón","Urrea de Jalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valpalmas","Valpalmas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valtorres","Valtorres"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valmadrid","Valmadrid"
"http://opendata.aragon.es/recurso/territorio/Municipio/Val_de_San_Martín","Val de San Martín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valdehorna","Valdehorna"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vierlas","Vierlas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vera_de_Moncayo","Vera de Moncayo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Velilla_de_Jiloca","Velilla de Jiloca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Velilla_de_Ebro","Velilla de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villafranca_de_Ebro","Villafranca de Ebro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villafeliche","Villafeliche"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villadoz","Villadoz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vilueña_(La)","La Vilueña"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanueva_de_Jiloca","Villanueva de Jiloca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanueva_de_Gállego","Villanueva de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villalengua","Villalengua"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villalba_de_Perejil","Villalba de Perejil"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarroya_de_la_Sierra","Villarroya de la Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarreal_de_Huerva","Villarreal de Huerva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villar_de_los_Navarros","Villar de los Navarros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanueva_de_Huerva","Villanueva de Huerva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zaragoza","Zaragoza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zaida_(La)","La Zaida"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vistabella","Vistabella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villarroya_del_Campo","Villarroya del Campo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villamayor_de_Gállego","Villamayor de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/Marracos","Marracos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Biel","Biel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zuera","Zuera"
  ]
]
