MUN_URI,MUN_NOMBRE
"http://opendata.aragon.es/recurso/territorio/Municipio/Chalamera","Chalamera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Estada","Estada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Estadilla","Estadilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fago","Fago"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fanlo","Fanlo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Estopiñán_del_Castillo","Estopiñán del Castillo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fonz","Fonz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fiscal","Fiscal"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fraga","Fraga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Foradada_del_Toscar","Foradada del Toscar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fueva_(La)","La Fueva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Grado_(El)","El Grado"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gistaín","Gistaín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Grañén","Grañén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gurrea_de_Gállego","Gurrea de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/Graus","Graus"
"http://opendata.aragon.es/recurso/territorio/Municipio/Hoz_de_Jaca","Hoz de Jaca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Huerto","Huerto"
"http://opendata.aragon.es/recurso/territorio/Municipio/Igriés","Igriés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ibieca","Ibieca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Huesca","Huesca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jaca","Jaca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Isábena","Isábena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ilche","Ilche"
"http://opendata.aragon.es/recurso/territorio/Municipio/Laluenga","Laluenga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Labuerda","Labuerda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jasa","Jasa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Laperdiguera","Laperdiguera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lanaja","Lanaja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lascuarre","Lascuarre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lalueza","Lalueza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Laspuña","Laspuña"
"http://opendata.aragon.es/recurso/territorio/Municipio/Laspaúles","Laspaúles"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lascellas-Ponzano","Lascellas Ponzano"
"http://opendata.aragon.es/recurso/territorio/Municipio/Loscorrales","Loscorrales"
"http://opendata.aragon.es/recurso/territorio/Municipio/Loporzano","Loporzano"
"http://opendata.aragon.es/recurso/territorio/Municipio/Loarre","Loarre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Montanuy","Montanuy"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monflorite-Lascasas","Monflorite Lascasas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monesma_y_Cajigar","Monesma y Cajigar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Novales","Novales"
"http://opendata.aragon.es/recurso/territorio/Municipio/Naval","Naval"
"http://opendata.aragon.es/recurso/territorio/Municipio/Monzón","Monzón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ontiñena","Ontiñena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Osso_de_Cinca","Osso de Cinca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Olvena","Olvena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Nueno","Nueno"
"http://opendata.aragon.es/recurso/territorio/Municipio/Panticosa","Panticosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Palo","Palo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peñas_de_Riglos_(Las)","Las Peñas de Riglos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peñalba","Peñalba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peralta_de_Calasanz","Peralta de Calasanz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peralta_de_Alcofea","Peralta de Alcofea"
"http://opendata.aragon.es/recurso/territorio/Municipio/Perarrúa","Perarrúa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Plan","Plan"
"http://opendata.aragon.es/recurso/territorio/Municipio/Peraltilla","Peraltilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pozán_de_Vero","Pozán de Vero"
"http://opendata.aragon.es/recurso/territorio/Municipio/Poleñino","Poleñino"
"http://opendata.aragon.es/recurso/territorio/Municipio/Piracés","Piracés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pertusa","Pertusa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puente_de_Montañana","Puente de Montañana"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puebla_de_Castro_(La)","La Puebla de Castro"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pueyo_de_Araguás_(El)","El Pueyo de Araguás"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puértolas","Puértolas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Pueyo_de_Santa_Cruz","Pueyo de Santa Cruz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Quicena","Quicena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Robres","Robres"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sahún","Sahún"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sabiñánigo","Sabiñánigo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salillas","Salillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salas_Altas","Salas Altas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Salas_Bajas","Salas Bajas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sallent_de_Gállego","Sallent de Gállego"
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Esteban_de_Litera","San Esteban de Litera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sangarrén","Sangarrén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Cilia","Santa Cilia"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sariñena","Sariñena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Secastilla","Secastilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Juan_de_Plan","San Juan de Plan"
"http://opendata.aragon.es/recurso/territorio/Municipio/Seira","Seira"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santaliestra_y_San_Quílez","Santaliestra y San Quílez"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_Cruz_de_la_Serós","Santa Cruz de la Serós"
"http://opendata.aragon.es/recurso/territorio/Municipio/Senés_de_Alcubierre","Senés de Alcubierre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sena","Sena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sesa","Sesa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sesué","Sesué"
"http://opendata.aragon.es/recurso/territorio/Municipio/Siétamo","Siétamo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tamarite_de_Litera","Tamarite de Litera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sopeira","Sopeira"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tardienta","Tardienta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tolva","Tolva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tella-Sin","Tella-Sin"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tierz","Tierz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torla","Torla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torralba_de_Aragón","Torralba de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torrente_de_Cinca","Torrente de Cinca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torres_de_Alcanadre","Torres de Alcanadre"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torres_de_Barbués","Torres de Barbués"
"http://opendata.aragon.es/recurso/territorio/Municipio/Tramaced","Tramaced"
"http://opendata.aragon.es/recurso/territorio/Municipio/Torre_la_Ribera","Torre la Ribera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valle_de_Bardají","Valle de Bardají"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valle_de_Lierp","Valle de Lierp"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valfarta","Valfarta"
"http://opendata.aragon.es/recurso/territorio/Municipio/Velilla_de_Cinca","Velilla de Cinca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Veracruz","Veracruz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Viacamp_y_Litera","Viacamp y Litera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanova","Villanova"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanúa","Villanúa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vicién","Vicién"
"http://opendata.aragon.es/recurso/territorio/Municipio/Villanueva_de_Sigena","Villanueva de Sigena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Yésero","Yésero"
"http://opendata.aragon.es/recurso/territorio/Municipio/Yebra_de_Basa","Yebra de Basa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Zaidín","Zaidín"
"http://opendata.aragon.es/recurso/territorio/Municipio/San_Miguel_del_Cinca","San Miguel del Cinca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Valle_de_Hecho","Valle de Hecho"
"http://opendata.aragon.es/recurso/territorio/Municipio/Puente_la_Reina_de_Jaca","Puente la Reina de Jaca"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lupiñén-Ortilla","Lupiñén-Ortilla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Sotonera_(La)","La Sotonera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aínsa-Sobrarbe","Aínsa-Sobrarbe"
"http://opendata.aragon.es/recurso/territorio/Municipio/Santa_María_de_Dulcis","Santa María de Dulcis"
"http://opendata.aragon.es/recurso/territorio/Municipio/Hoz_y_Costeán","Hoz y Costeán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Vencillón","Vencillón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ababuj","Ababuj"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguatón","Aguatón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguaviva","Aguaviva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aguilar_del_Alfambra","Aguilar del Alfambra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Abejuela","Abejuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alba","Alba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alacón","Alacón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albarracín","Albarracín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albentosa","Albentosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcaine","Alcaine"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcalá_de_la_Selva","Alcalá de la Selva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Albalate_del_Arzobispo","Albalate del Arzobispo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alfambra","Alfambra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcorisa","Alcorisa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alcañiz","Alcañiz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Almohaja","Almohaja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Aliaga","Aliaga"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alpeñés","Alpeñés"
"http://opendata.aragon.es/recurso/territorio/Municipio/Allepuz","Allepuz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Allueva","Allueva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Anadón","Anadón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Andorra","Andorra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Arcos_de_las_Salinas","Arcos de las Salinas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alobras","Alobras"
"http://opendata.aragon.es/recurso/territorio/Municipio/Argente","Argente"
"http://opendata.aragon.es/recurso/territorio/Municipio/Arens_de_Lledó","Arens de Lledó"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ariño","Ariño"
"http://opendata.aragon.es/recurso/territorio/Municipio/Alloza","Alloza"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bádenas","Bádenas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Azaila","Azaila"
"http://opendata.aragon.es/recurso/territorio/Municipio/Barrachina","Barrachina"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bañón","Bañón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Báguena","Báguena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Belmonte_de_San_José","Belmonte de San José"
"http://opendata.aragon.es/recurso/territorio/Municipio/Beceite","Beceite"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bea","Bea"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bezas","Bezas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bello","Bello"
"http://opendata.aragon.es/recurso/territorio/Municipio/Blancas","Blancas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bordón","Bordón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Berge","Berge"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bronchales","Bronchales"
"http://opendata.aragon.es/recurso/territorio/Municipio/Bueña","Bueña"
"http://opendata.aragon.es/recurso/territorio/Municipio/Burbáguena","Burbáguena"
"http://opendata.aragon.es/recurso/territorio/Municipio/Blesa","Blesa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calaceite","Calaceite"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cabra_de_Mora","Cabra de Mora"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calomarde","Calomarde"
"http://opendata.aragon.es/recurso/territorio/Municipio/Camañas","Camañas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Camarena_de_la_Sierra","Camarena de la Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calanda","Calanda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Caminreal","Caminreal"
"http://opendata.aragon.es/recurso/territorio/Municipio/Camarillas","Camarillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Calamocha","Calamocha"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cantavieja","Cantavieja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañada_de_Verich_(La)","La Cañada de Verich"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañada_de_Benatanduz","Cañada de Benatanduz"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañada_Vellida","Cañada Vellida"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cascante_del_Río","Cascante del Río"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cañizar_del_Olivar","Cañizar del Olivar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castelnou","Castelnou"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castel_de_Cabra","Castel de Cabra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castellar_(El)","El Castellar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castellote","Castellote"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castejón_de_Tornos","Castejón de Tornos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Celadas","Celadas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cella","Cella"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cedrillas","Cedrillas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Castelserás","Castelserás"
"http://opendata.aragon.es/recurso/territorio/Municipio/Codoñera_(La)","La Codoñera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cerollera_(La)","La Cerollera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cosa","Cosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cortes_de_Aragón","Cortes de Aragón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Crivillén","Crivillén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuba_(La)","La Cuba"
"http://opendata.aragon.es/recurso/territorio/Municipio/Corbalán","Corbalán"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cucalón","Cucalón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuervo_(El)","El Cuervo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cubla","Cubla"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuevas_Labradas","Cuevas Labradas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ejulve","Ejulve"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cretas","Cretas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Escucha","Escucha"
"http://opendata.aragon.es/recurso/territorio/Municipio/Estercuel","Estercuel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ferreruela_de_Huerva","Ferreruela de Huerva"
"http://opendata.aragon.es/recurso/territorio/Municipio/Escorihuela","Escorihuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Cuevas_de_Almudén","Cuevas de Almudén"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fórnoles","Fórnoles"
"http://opendata.aragon.es/recurso/territorio/Municipio/Formiche_Alto","Formiche Alto"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fonfría","Fonfría"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fresneda_(La)","La Fresneda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Foz-Calanda","Foz-Calanda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fortanete","Fortanete"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuenferrada","Fuenferrada"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_Calientes","Fuentes Calientes"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_Claras","Fuentes Claras"
"http://opendata.aragon.es/recurso/territorio/Municipio/Frías_de_Albarracín","Frías de Albarracín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentespalda","Fuentespalda"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gea_de_Albarracín","Gea de Albarracín"
"http://opendata.aragon.es/recurso/territorio/Municipio/Fuentes_de_Rubielos","Fuentes de Rubielos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gargallo","Gargallo"
"http://opendata.aragon.es/recurso/territorio/Municipio/Galve","Galve"
"http://opendata.aragon.es/recurso/territorio/Municipio/Guadalaviar","Guadalaviar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Ginebrosa_(La)","La Ginebrosa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Gúdar","Gúdar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Griegos","Griegos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Hoz_de_la_Vieja_(La)","La Hoz de la Vieja"
"http://opendata.aragon.es/recurso/territorio/Municipio/Hinojosa_de_Jarque","Hinojosa de Jarque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Híjar","Híjar"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jabaloyas","Jabaloyas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Iglesuela_del_Cid_(La)","La Iglesuela del Cid"
"http://opendata.aragon.es/recurso/territorio/Municipio/Huesa_del_Común","Huesa del Común"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jarque_de_la_Val","Jarque de la Val"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jorcas","Jorcas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Josa","Josa"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lagueruela","Lagueruela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Jatiel","Jatiel"
"http://opendata.aragon.es/recurso/territorio/Municipio/Libros","Libros"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lidón","Lidón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lanzuela","Lanzuela"
"http://opendata.aragon.es/recurso/territorio/Municipio/Loscos","Loscos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Linares_de_Mora","Linares de Mora"
"http://opendata.aragon.es/recurso/territorio/Municipio/Lledó","Lledó"
"http://opendata.aragon.es/recurso/territorio/Municipio/Maicas","Maicas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Manzanera","Manzanera"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mas_de_las_Matas","Mas de las Matas"
"http://opendata.aragon.es/recurso/territorio/Municipio/Martín_del_Río","Martín del Río"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mata_de_los_Olmos_(La)","La Mata de los Olmos"
"http://opendata.aragon.es/recurso/territorio/Municipio/Miravete_de_la_Sierra","Miravete de la Sierra"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mazaleón","Mazaleón"
"http://opendata.aragon.es/recurso/territorio/Municipio/Mezquita_de_Jarque","Mezquita de Jarque"
"http://opendata.aragon.es/recurso/territorio/Municipio/Molinos","Molinos"
